cif_file,metal,modification,mod_code,sa,mpd,pd,pv,vf,ci,ad,time,ph,temp,ionic_charge,atomic_radius,polarizability,electronegativity,source_file
c6dt03852b_c6dt03852b2_clean,Zr,Unmodified,0,2635.04,1.5390278705446596,13.14811,1.01385,0.7482,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
c6dt04165e_c6dt04165e2_clean,Zn,Unmodified,0,1120.35,1.7903369482750926,11.42803,0.501451,0.6814,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
c6ra27069g_c6ra27069g2_clean,Zn,Unmodified,0,79.0,19.33286075949367,4.56243,0.381824,0.5184,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
c6ta00429f_c6ta00429f2_clean,Zr,Unmodified,0,2854.37,1.3414476749685569,15.86893,0.957247,0.6916,300.0,500.0,720.0,7.0,298.0,4.0,160.0,11.1,1.33,2019-11-01-ASR-internal_14142.csv
CABJEX_clean,Zn,Unmodified,0,1700.56,1.3243802041680386,7.7671,0.563047,0.6258,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CACBUG_clean,Zn,Unmodified,0,481.501,2.9588972816255836,4.28617,0.356178,0.4628,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CACKEZ_clean,Zn,Unmodified,0,2582.12,1.6595820488590771,11.25321,1.07131,0.7018,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CADPII_clean,Zn,Unmodified,0,140.76,4.896675191815857,5.83331,0.172314,0.351,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CADZIT_clean,Zn,Unmodified,0,430.693,3.4128439514921305,4.17501,0.367472,0.4638,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CAGLIF_clean,Fe,Unmodified,0,79.0,18.082025316455695,2.9116,0.35712,0.4544,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAGSAG_clean,Zn,Unmodified,0,2112.53,1.304182189128675,9.02799,0.688781,0.6624,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CAHSOU_clean,Fe,Unmodified,0,79.0,8.430531645569621,4.03895,0.166503,0.382,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAJHUS03_clean,Fe,Unmodified,0,79.0,13.170632911392405,2.93031,0.26012,0.4256,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAJHUS04_clean,Fe,Unmodified,0,79.0,13.131037974683545,2.93193,0.259338,0.425,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAJHUS_clean,Fe,Unmodified,0,79.0,13.071088607594936,2.92677,0.258154,0.4236,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAJQEL_clean,Cu,Unmodified,0,2909.44,1.471733391992961,13.93661,1.07048,0.7554,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAJQIP_clean,Cu,Unmodified,0,3985.35,1.4482642678811146,13.27741,1.44296,0.787,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAJVUG_charged,In,Unmodified,0,79.0,17.84126582278481,5.09316,0.352365,0.458,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
CAPLOX_clean,Nd,Unmodified,0,1900.22,1.2090621085979518,6.59085,0.574371,0.6376,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
CAQCAZ_clean,In,Unmodified,0,820.916,1.4372920006431837,6.29148,0.294974,0.5114,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
CASTEW_clean,In,Unmodified,0,828.595,1.3940658584712675,6.08438,0.288779,0.5044,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
CAVMIW_clean,Fe,Unmodified,0,79.0,16.97255696202532,3.81852,0.335208,0.5216,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAVMOD_clean,Zn,Unmodified,0,1368.32,1.7823959307764266,10.28847,0.609722,0.585,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CAVPIA_manual,Cu,Unmodified,0,4733.15,1.654272524640039,19.92035,1.95748,0.8146,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAVPUM_manual,Zn,Unmodified,0,4767.53,1.6889080928698932,20.42812,2.01298,0.8202,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CAVRAU_clean,Zn,Unmodified,0,1852.5,1.3892663967611336,8.06449,0.643404,0.6396,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CAVREY_clean,Zn,Unmodified,0,1915.49,1.3013693624085745,7.18071,0.62319,0.6398,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CAVVUS_clean,Zn,Unmodified,0,1436.3,1.6047705911021373,8.70352,0.576233,0.6378,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CAWDOU01_charged,Cu,Unmodified,0,79.0,14.85959493670886,4.18148,0.293477,0.4316,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAWDOU02_clean,Cu,Unmodified,0,2198.39,1.22773120328968,6.97816,0.674758,0.6108,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAWDOU_charged,Cu,Unmodified,0,1231.19,1.5633720221899137,5.51448,0.481202,0.5376,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAWVIH_SL,Zn,Unmodified,0,726.283,2.1999909126332295,6.49654,0.399454,0.4956,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CAXTUS_clean,Zn,Unmodified,0,2150.62,1.8114627409770208,13.47664,0.973942,0.6918,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CAXVII_clean,Fe,Unmodified,0,1394.96,1.6317256408785914,11.59355,0.569048,0.6396,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAXVOO_clean,Fe,Unmodified,0,1407.14,1.6222692837955002,11.60689,0.57069,0.6396,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAXVUU_clean,Fe,Unmodified,0,1376.96,1.590765163839182,11.30625,0.547605,0.6282,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAXWAB_clean,Fe,Unmodified,0,1382.13,1.593809554817564,11.47981,0.550713,0.6306,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAXWEF_clean,Fe,Unmodified,0,1389.16,1.5910391891502778,11.4766,0.552552,0.6324,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAXWIJ_clean,Fe,Unmodified,0,1386.93,1.6052807279386845,11.51419,0.556603,0.6362,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAYBAH01_clean,Cu,Unmodified,0,495.985,2.574819803018236,5.44423,0.319268,0.4788,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYBAH_clean,Cu,Unmodified,0,669.795,2.0086742958666455,5.32479,0.33635,0.5026,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDEN_clean,Cu,Unmodified,0,452.551,2.7122865710163055,5.0519,0.306862,0.463,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDIR_clean,Cu,Unmodified,0,472.33,2.6273749285457204,5.11017,0.310247,0.4642,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDOX01_clean,Cu,Unmodified,0,497.965,2.574445995200466,5.19309,0.320496,0.4752,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDOX02_clean,Cu,Unmodified,0,478.266,2.647514144848264,5.16717,0.316554,0.4722,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDOX03_clean,Cu,Unmodified,0,498.917,2.5906433334602754,5.1925,0.323129,0.4792,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDOX04_clean,Cu,Unmodified,0,491.683,2.518289222934289,5.1544,0.30955,0.4586,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDOX05_clean,Cu,Unmodified,0,454.575,2.77901776384535,5.08301,0.315818,0.4726,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDOX06_clean,Cu,Unmodified,0,501.954,2.623674679353088,5.19641,0.329241,0.4854,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDOX_clean,Cu,Unmodified,0,483.814,2.56774710942635,5.15472,0.310578,0.4628,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYDUD_clean,Cu,Unmodified,0,467.899,2.6710294315653593,5.16273,0.312443,0.4646,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYGIU_clean,Cu,Unmodified,0,494.406,2.573585272023398,5.15906,0.318099,0.4732,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CAYSOL_clean,Fe,Unmodified,0,79.0,17.36141772151899,4.10454,0.342888,0.5286,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CAZGOZ_clean,Fe,Unmodified,0,79.0,34.12572151898734,8.02063,0.673983,0.6102,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CECVAI_clean,Cu,Unmodified,0,3441.9,1.1149585984485313,8.49795,0.959394,0.7384,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CECVOW_clean,Nd,Unmodified,0,79.0,8.941822784810126,3.93864,0.176601,0.3882,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
CECYOY_clean,Cu,Unmodified,0,261.798,3.9236968960801835,4.04387,0.256804,0.4282,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CEFDAU_clean,Zn,Unmodified,0,79.0,22.71179746835443,3.96523,0.448558,0.5592,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CEHLAD_clean,Zn,Unmodified,0,2598.26,1.3255578733460085,10.21413,0.861036,0.735,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CEJCAW_clean,Cu,Unmodified,0,1112.92,1.714541925744887,5.5108,0.477037,0.5646,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CELKEL_clean,Cu,Unmodified,0,79.0,16.15286075949367,5.6698,0.319019,0.4322,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CEMJOV_clean,In,Unmodified,0,855.376,1.4814303885075102,7.02334,0.316795,0.5338,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
CENJIQ_clean,Cu,Unmodified,0,992.946,1.8414133296271902,8.5056,0.457106,0.584,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CENKAJ_clean,Cu,Unmodified,0,952.199,1.9445010969345695,8.21931,0.462888,0.5908,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CENQAP_clean,Zn,Unmodified,0,2306.4,1.9979188345473464,15.21239,1.152,0.7282,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CEQBUV_charged,Zn,Unmodified,0,190.374,4.38072425856472,6.8037,0.208494,0.4176,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CETFOX_clean,Nd,Unmodified,0,1157.57,1.4287827086050953,5.89862,0.413479,0.5628,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
CETHEQ_clean,Cu,Unmodified,0,1678.0,1.5225601907032182,9.71439,0.638714,0.68,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CETVAA_clean,Cu,Unmodified,0,79.0,16.585518987341775,4.44677,0.327564,0.422,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CEZFIY_clean,Zn,Unmodified,0,854.72,1.8823006364657433,5.34194,0.40221,0.4786,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg060732osi20070605_042406_clean,In,Unmodified,0,2724.01,1.1093483504098736,6.23351,0.755469,0.696,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
cg100226u_si_003_clean,Zn,Unmodified,0,79.0,27.245265822784805,6.75144,0.538094,0.5428,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg100226u_si_004_clean,Zn,Unmodified,0,79.0,28.11655696202531,6.77697,0.555302,0.5504,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg200606r_si_001_clean,Zn,Unmodified,0,826.282,2.1678555263215222,4.89412,0.447815,0.5586,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg301577a_si_002_clean,Cu,Unmodified,0,3777.11,1.4718872365379878,13.79617,1.38987,0.7834,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cg400449c_si_001_clean,Cu,Unmodified,0,3515.05,1.2876858081677358,12.65792,1.13157,0.7554,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cg401887b_si_003_clean,Zn,Unmodified,0,3057.16,1.2331536458674064,8.26997,0.942487,0.7266,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg401887b_si_004_clean,Cu,Unmodified,0,2952.68,1.2165747727488248,8.20931,0.898039,0.7066,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cg500033b_si_002_clean,Zn,Unmodified,0,1263.05,1.6106694113455524,6.04182,0.508589,0.5536,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg500033b_si_003_clean,Zn,Unmodified,0,576.623,3.029424771471134,4.83661,0.436709,0.5058,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg500149s_si_002_clean,Cu,Unmodified,0,516.417,2.677115586822277,5.58191,0.345627,0.4432,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cg500175k_si_001_auto,Cu,Unmodified,0,3653.11,1.744705196394305,20.37708,1.5934,0.821,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cg501012e_si_002_clean,Zn,Unmodified,0,2405.44,1.3313273247306106,10.40468,0.800607,0.668,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg501730q_si_002_clean,Cu,Unmodified,0,2313.57,1.4963281854450048,15.26084,0.865465,0.7224,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cg8002564_si_006_clean,Cu,Unmodified,0,79.0,20.312050632911394,5.14176,0.401163,0.5124,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cg900153m_si_001_clean,Zn,Unmodified,0,3917.2,1.350321658327377,16.94263,1.32237,0.7834,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg900349c_si_002_clean,Zn,Unmodified,0,79.0,19.978734177215188,6.40104,0.39458,0.5798,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cg901128k_si_004_clean,Cu,Unmodified,0,208.359,4.275006119246108,5.1054,0.222684,0.4158,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cg901312t_si_002_clean,Zn,Unmodified,0,3581.71,1.3533535657549047,15.54833,1.21183,0.764,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CICSOW01_clean,Fe,Unmodified,0,79.0,19.22187341772152,5.13947,0.379632,0.4904,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CICSOW02_clean,Fe,Unmodified,0,79.0,20.427645569620253,5.15159,0.403446,0.504,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CICSOW_clean,Fe,Unmodified,0,79.0,18.6486582278481,5.06427,0.368311,0.4898,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CIDKUX_clean,Cu,Unmodified,0,1594.05,1.566106458392146,9.17673,0.624113,0.6532,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CIGFEF_clean,Nd,Unmodified,0,656.171,2.1318345370337917,5.08065,0.349712,0.547,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
CIGXIA_manual,Fe,Unmodified,0,1937.02,2.3014940475575885,28.48677,1.11451,0.7628,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
CIGYAU_clean,Cu,Unmodified,0,79.0,12.951291139240507,3.87967,0.255788,0.4078,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CILKOZ_clean,Zn,Unmodified,0,442.855,2.9400955165912093,4.46855,0.325509,0.47,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIMFUB_clean,Zn,Unmodified,0,1243.67,1.657066585187389,11.07815,0.515211,0.605,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIMTEZ_charged,Nd,Unmodified,0,1224.27,1.6789695083600837,8.4931,0.513878,0.5428,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
CIRTUU_clean,Cu,Unmodified,0,4136.1,1.290220255796523,15.60203,1.33412,0.7788,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CISLUN_clean,Cu,Unmodified,0,2257.37,1.205089108121398,5.76312,0.680083,0.655,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CITXUZ_clean,Cu,Unmodified,0,79.0,22.22820253164557,5.80705,0.439007,0.5388,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CIVTEH_clean,Cu,Unmodified,0,1173.37,1.7647766689109152,5.3881,0.517684,0.5492,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CIWREG_clean,Zn,Unmodified,0,1662.19,1.282286621866333,8.13471,0.532851,0.6562,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIWRIK_clean,Zn,Unmodified,0,1681.17,1.2871559687598517,8.18288,0.540982,0.6662,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIWROQ_clean,Zn,Unmodified,0,1714.31,1.2957819764220009,8.21788,0.555343,0.6722,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIWRUW_clean,Zn,Unmodified,0,1638.75,1.3210019832189168,8.32352,0.541198,0.6682,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIWSAD_clean,Zn,Unmodified,0,1681.39,1.2991727082949227,8.30771,0.546104,0.6672,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIXBUH_clean,Zn,Unmodified,0,1677.84,1.2987293186477855,8.16009,0.544765,0.6684,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIXCAO_clean,Zn,Unmodified,0,1709.68,1.310306022179589,8.41278,0.560051,0.6754,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIYZUG_clean,Cu,Unmodified,0,234.144,4.9889982233155665,4.43409,0.292036,0.4122,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CIZMIJ_clean,Zn,Unmodified,0,3120.72,1.1239316567971496,6.80411,0.876869,0.6814,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CIZPOS_clean,Cu,Unmodified,0,2111.0,1.2328678351492184,10.90949,0.650646,0.6492,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cm0623918si20061006_115210_clean,Zn,Unmodified,0,79.0,21.593974683544303,4.82645,0.426481,0.5416,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cm1008587_si_003_clean,Fe,Unmodified,0,1362.24,1.5231882781301385,6.03686,0.518737,0.5816,300.0,500.0,720.0,7.0,298.0,3.0,126.0,8.4,1.83,2019-11-01-ASR-internal_14142.csv
cm303749m_si_001_clean,Zn,Unmodified,0,4078.37,1.3374755110497578,11.62501,1.36368,0.7584,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cm303749m_si_002_clean,Zn,Unmodified,0,4205.92,1.4275021873930078,11.94079,1.50099,0.7776,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
cm500700z_si_003_clean,In,Unmodified,0,1854.58,1.268095202148195,7.09965,0.587946,0.6212,300.0,500.0,720.0,7.0,298.0,3.0,150.0,7.5,1.78,2019-11-01-ASR-internal_14142.csv
cm501138g_si_002_clean,Cu,Unmodified,0,2358.79,1.3760190606200637,13.2781,0.811435,0.7192,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cm501138g_si_005_clean,Cu,Unmodified,0,2411.92,1.3431755613784868,13.193,0.809908,0.7196,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cm501138g_si_006_clean,Cu,Unmodified,0,2389.47,1.3676689809874156,13.20287,0.817001,0.7198,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cm501138g_si_008_clean,Cu,Unmodified,0,2414.16,1.347976936077145,13.18132,0.813558,0.72,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cm501138g_si_009_clean,Cu,Unmodified,0,2408.69,1.3621246403646796,13.19195,0.820234,0.7208,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cm501138g_si_010_clean,Cu,Unmodified,0,2390.49,1.3676359240155787,13.19966,0.81733,0.7198,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cm501138g_si_011_clean,Cu,Unmodified,0,2421.34,1.3610827062700817,13.25601,0.823911,0.7216,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
cm501138g_si_012_clean,Cu,Unmodified,0,2380.67,1.369567390692536,13.22876,0.815122,0.72,300.0,500.0,720.0,7.0,298.0,2.0,128.0,6.1,1.9,2019-11-01-ASR-internal_14142.csv
CODMUF_clean,Zn,Unmodified,0,516.555,2.5538035639960897,4.26772,0.329795,0.5768,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CODNAM_clean,Zn,Unmodified,0,914.162,1.5953496207455569,4.57469,0.364602,0.5962,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
CODRUJ_clean,Nd,Unmodified,0,392.607,2.58417195821776,4.3292,0.253641,0.4878,300.0,500.0,720.0,7.0,298.0,3.0,181.0,24.0,1.14,2019-11-01-ASR-internal_14142.csv
CODSOF_clean,Zn,Unmodified,0,79.0,14.204708860759494,4.21568,0.280543,0.4032,300.0,500.0,720.0,7.0,298.0,2.0,134.0,5.8,1.65,2019-11-01-ASR-internal_14142.csv
